"JARU","EEEFM GOV JORGE TEIXEIRA DE OLIVEIRA","4.6"
"JARU","EMEF JOSE DE ALENCAR","4.2"
"JARU","EMEF MARIA DE LOURDES DA SILVA","4.0"
"JARU","EEEFM OLGA DELLAIA","5.3"
"JARU","EEEFM PEDRO VIEIRA DE MELO","5.2"
"JARU","EEEFM RAIMUNDO CANTANHEDE","4.8"
"JARU","EEEFM PLACIDO DE CASTRO","4.8"
"JARU","EMEF MENEZIO DE VICTO","3.9"
"JARU","EMEIEF D JARU-UARU","3.6"
"JARU","EMEIEF JOSE DE SOUZA SILVA","3.9"
"JI-PARANA","EEEF SILVIO MICHELUZZI","4.5"
"JI-PARANA","EEEF 13 DE MAIO","5.1"
"JI-PARANA","EEEFM 31 DE MARCO","5.3"
"JI-PARANA","EMEIEF ADAO VALDIR LAMOTA","5.2"
"JI-PARANA","EEEF BEATRIZ FERREIRA DA SILVA","4.0"
"JI-PARANA","EEEF CORA CORALINA","5.6"
"JI-PARANA","EMEIEF JANDINEI CELLA","6.0"
"JI-PARANA","EEEFM JANETE CLAIR","5.2"
"JI-PARANA","EEEF JARDIM DOS MIGRANTES","5.3"
"JI-PARANA","EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA","5.0"
"JI-PARANA","EEEFM MARCOS BISPO SILVA","4.5"
"JI-PARANA","EEEFM NOVA BRASILIA","4.6"
"JI-PARANA","EEEF OSVALDO PIANA","4.2"
"JI-PARANA","EEEF PROF CARMEM ROCHA BORGES","4.3"
"JI-PARANA","EEEF M PROFª EDILCE DOS SANTOS FREITAS","4.5"
"JI-PARANA","EEEFM RIO URUPA","4.5"
"JI-PARANA","ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL SAO PEDRO","4.1"
"JI-PARANA","EEEF TANCREDO DE ALMEIDA NEVES","4.9"
"JI-PARANA","EEEFM TUPA","4.0"
"JI-PARANA","EEEFM LAURO BENNO PREDIGER","4.9"
"JI-PARANA","EEEFM PROF JOSE FRANCISCO DOS SANTOS","4.5"
"JI-PARANA","EEEF SAO FRANCISCO","4.3"
"JI-PARANA","IEE MARECHAL RONDON","5.0"
"JI-PARANA","CENTRO MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PARQUE DOS PIONEIROS","5.3"
"JI-PARANA","E M E F RUTH ROCHA","6.4"
"JI-PARANA","EMEF ULISSES MATOSINHO PERES DE PONTES","6.0"
"MACHADINHO D'OESTE","EEEFM ALBERTO NEPOMUCENO","4.9"
"MACHADINHO D'OESTE","EMEIEF BOM FUTURO","4.3"
"MACHADINHO D'OESTE","EMEF JOVINA DE CARVALHO RIBEIRO","4.5"
"MACHADINHO D'OESTE","EMEF VISCONDE DO RIO BRANCO","4.0"
"MACHADINHO D'OESTE","EMEF AYRTON SENNA ADMIN SEDUC-RO","4.9"
"MACHADINHO D'OESTE","EPMEIEF ONOFRE DIAS LOPES","3.9"
"MACHADINHO D'OESTE","E P M E I E F CRISTOVAO COLOMBO","4.5"
"MACHADINHO D'OESTE","EPMEIEF AMIGOS DO CAMPO","4.0"
"MACHADINHO D'OESTE","EEEF PROFª MARIA CONCEICAO DE SOUZA","3.8"
"NOVA BRASILANDIA D'OESTE","EMEIF MARECHAL HERMES DA FONSECA","4.7"
"NOVA BRASILANDIA D'OESTE","EMEFM SAGRADA FAMILIA","4.7"
"NOVA BRASILANDIA D'OESTE","EEEF ROCHA POMBO","5.8"
"NOVA BRASILANDIA D'OESTE","EEEF ALEXANDRE DE GUSMAO","5.9"
"NOVA BRASILANDIA D'OESTE","EMEF MACHADO DE ASSIS","5.1"
"NOVA BRASILANDIA D'OESTE","EMEIF NOSSA SENHORA DAS GRACAS","3.7"
"OURO PRETO DO OESTE","EMEIEF 22 DE DEZEMBRO","4.6"
"OURO PRETO DO OESTE","EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA","4.3"
"OURO PRETO DO OESTE","EMEF BENJAMIN CONSTANT","4.1"
"OURO PRETO DO OESTE","EMEF FERNANDO DE AZEVEDO","4.2"
"OURO PRETO DO OESTE","EEEFM DR HORACIO CARELLI MENDES","4.3"
"OURO PRETO DO OESTE","EEEF JOAQUIM NABUCO","4.5"
"OURO PRETO DO OESTE","EMEF MANOEL SANTOS","4.4"
"OURO PRETO DO OESTE","EEEFM MONTEIRO LOBATO","4.9"
"OURO PRETO DO OESTE","EEEFM MARIA DE MATOS E SILVA","5.2"
"OURO PRETO DO OESTE","EEEFM 28 DE NOVEMBRO","4.8"
"OURO PRETO DO OESTE","EEEFM JOAQUIM DE LIMA AVELINO","5.6"
"OURO PRETO DO OESTE","EMEIEF RONDOMINAS","4.5"
"OURO PRETO DO OESTE","EMEIEF EDNA CARIOCA GONZALES","5.6"
"PIMENTA BUENO","EEEF ANISIO SERRAO DE CARVALHO","6.3"
"PIMENTA BUENO","EEEF BOM SUCESSO","5.1"
"PIMENTA BUENO","EEEF FREI SILVESTRE BIZZOTTO","5.4"
"PIMENTA BUENO","EMEIEF NAIR BARROS","5.2"
"PIMENTA BUENO","EMEIEF PROFESSORA LAIRCE SANTIAGO MAINA","6.4"
"PIMENTA BUENO","EEEF SANDOVAL MEIRA","5.4"
"PIMENTA BUENO","EEEFM PROF VALDIR MONFREDINHO","4.8"
"PORTO VELHO","EEEF PROF HERBERT DE ALENCAR","4.6"
"PORTO VELHO","COLEGIO TIRADENTES DA POLICIA MILITAR DO ESTADO DE RONDONIA EEEFM TIRADENTES","5.9"
"PORTO VELHO","EEEF SANTA MARCELINA","5.7"
"PORTO VELHO","EMEF 13 DE MAIO","4.2"
"PORTO VELHO","EEEF 21 DE ABRIL","4.1"
"PORTO VELHO","EMEF ANTONIO FERREIRA DA SILVA","5.1"
"PORTO VELHO","EEEF BELA VISTA","4.4"
"PORTO VELHO","EEEF BOM JESUS","5.4"
"PORTO VELHO","EMEIEF BOM PRINCIPIO","4.1"
"PORTO VELHO","EEEFM CAP CLAUDIO MANOEL DA COSTA","3.9"
"PORTO VELHO","EEEFM DOM PEDRO I","4.5"
"PORTO VELHO","EMEF DEIGMAR MORAES DE SOUZA","3.6"
"PORTO VELHO","E E E F SANTA MARCELINA MARCELLO CANDIA","5.1"
"PORTO VELHO","DUQUE DE CAXIAS","4.7"
"PORTO VELHO","EMEF ENG WADIH DARWICH ZACARIAS","3.4"
"PORTO VELHO","EMEF ERMELINDO MONTEIRO BRASIL","3.1"
"PORTO VELHO","EMEF ESTELA DE ARAUJO COMPASSO","4.2"
"PORTO VELHO","EEEF FRANKLIN ROOSEVELT","3.6"
"PORTO VELHO","EEEFM GOV JESUS BURLAMAQUI HOSANNAH","3.9"
"PORTO VELHO","EEEF HEITOR VILLA LOBOS","3.9"
"PORTO VELHO","EEEF HELIO NEVES BOTELHO","5.0"
"PORTO VELHO","EMEF HENRIQUE DIAS","3.5"
"PORTO VELHO","EEEF JANIO DA SILVA QUADROS","2.9"
"PORTO VELHO","EMEF JOAO AFRO VIEIRA","2.8"
"PORTO VELHO","EMEF JOAQUIM VICENTE RONDON","4.2"
"PORTO VELHO","EMEF JOSE A DA SILVA","5.6"
"PORTO VELHO","EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA","4.4"
"PORTO VELHO","EEEFM MANAUS","3.5"
"PORTO VELHO","EEEFM MARCOS DE BARROS FREIRE","3.3"
"PORTO VELHO","EEEF MARIA CARMOSINA PINHEIRO","2.9"
"PORTO VELHO","EEEFM MURILO BRAGA","4.7"
"PORTO VELHO","EMEF NACIONAL","3.6"
"PORTO VELHO","EEEF NACOES UNIDAS","4.7"
"PORTO VELHO","EEEF NOSSA SENHORA DAS GRACAS","4.4"
"PORTO VELHO","EMEF PE CHIQUINHO","4.2"
"PORTO VELHO","EEEF PE MARIO CASTAGNA","4.0"
"PORTO VELHO","EEEFM PRES TANCREDO DE ALMEIDA NEVES","4.4"
"PORTO VELHO","EMEF PROFª MARIA DO CARMO RIBEIRO","4.5"
"PORTO VELHO","EMEF PROF MARIA IZAURA DA COSTA CRUZ","3.5"
"PORTO VELHO","EMEF RIO GUAPORE","4.6"
"PORTO VELHO","EMEF RIO MADEIRA","4.1"
"PORTO VELHO","EEEF SAO FRANCISCO DE ASSIS","3.1"
"PORTO VELHO","EEEF SAMARITANA","4.8"
"PORTO VELHO","EEEFM SAO LUIZ","3.5"
"PORTO VELHO","EMEF SAO PEDRO","4.4"
"PORTO VELHO","EEEF SAO SEBASTIAO I","3.7"
"PORTO VELHO","EMEF PROFESSOR ANTONIO AUGUSTO REBELO DAS CHAGAS","4.0"
"PORTO VELHO","EEEF SEBASTIANA LIMA DE OLIVEIRA","4.1"
"PORTO VELHO","EEEF CORONEL CARLOS ALOYSIO WEBER","3.1"
"PORTO VELHO","EEEFM GETULIO VARGAS","4.1"
"PORTO VELHO","EEEFM PROF ORLANDO FREIRE","4.1"
"PORTO VELHO","EMEIEF DR TANCREDO DE ALMEIDA NEVES","4.8"
"PORTO VELHO","EMEF PINGO DE GENTE","3.9"
"PORTO VELHO","EMEF SENADOR OLAVO PIRES","4.6"
"PORTO VELHO","EMEF SAUL BENNESBY","4.2"
"PORTO VELHO","IME FRANCISCO ERSE","4.4"
"PORTO VELHO","EEEF BRANCA DE NEVE","5.5"
"PORTO VELHO","EEEF CASA DE DAVI","4.1"
"PORTO VELHO","EEEF MUNDO MAGICO","3.8"
"PORTO VELHO","EMEF SANTA JULIA","3.7"
"PORTO VELHO","EMEF DRA ANA ADELAIDE GRANGEIRO","3.6"
"PORTO VELHO","EEEFM GENERAL OSORIO","2.4"
"PORTO VELHO","EMEF CORA CORALINA","3.9"
"PORTO VELHO","EMEIEF SAO MIGUEL","3.9"
"PORTO VELHO","EMEIEF CHAPEUZINHO VERMELHO","4.0"
"PORTO VELHO","EEEF SANTA CLARA DE ASSIS","4.3"
"PORTO VELHO","EMEF PROFESSOR PEDRO TAVARES BATALHA","4.6"
"PORTO VELHO","EMEF RAIMUNDO AGOSTINHO DA SILVA","4.2"
"PORTO VELHO","EMEF NOSSA SENHORA DE NAZARE","4.4"
"PORTO VELHO","EMEF ULISSES SOARES FERREIRA","4.1"
"PORTO VELHO","EMEIEF JOAQUIM VICENTE RONDON","3.4"
"PORTO VELHO","CENTRO EDUCACIONAL MARIA DE NAZARE","4.3"
"PORTO VELHO","EEEFM ULISSES GUIMARAES","3.9"
"PORTO VELHO","EMEF PROF MARIA JACIRA FEITOSA DE CARVALHO","3.7"
"PORTO VELHO","EEEFM JAYME PEIXOTO DE ALENCAR","4.6"
"PORTO VELHO","EMEF SENADOR DARCY RIBEIRO","4.6"
"PORTO VELHO","CENTRO EDUCACIONAL DE ENSINO FUNDAMENTAL PADRE ENZO MANGANO","4.6"
"PORTO VELHO","EMEF RIO PARDO","3.5"
"PORTO VELHO","EMEF MANOEL APARICIO NUNES ALMEIDA","3.9"
"PORTO VELHO","EMEF JOAO RIBEIRO SOARES","4.9"
"PORTO VELHO","EMEF JOSE DE FREITAS","3.0"
"PORTO VELHO","EMEF 03 DE DEZEMBRO","3.7"
"PORTO VELHO","EMEF FLOR DO CUPUACU","4.1"
"PORTO VELHO","EEEF JORGE VICENTE SALAZAR DOS SANTOS","4.0"
"PORTO VELHO","EMEIEF GUADALUPE","5.0"
"PORTO VELHO","EMEF AUTA DE SOUZA","4.2"
"PORTO VELHO","EMEIEF MARIA CASAROTO ABATI","3.9"
"PORTO VELHO","EMEIEF 12 DE OUTUBRO","4.0"
"PORTO VELHO","EMEF FLAMBOYANT","3.9"
"PORTO VELHO","EMEIEF PADRE GEOVANI MENDES","3.8"
"PORTO VELHO","EMEF FLOR DO PIQUIA","4.2"
"PORTO VELHO","EEEFM MARCELO CANDIA SUBSEDE I","4.9"
"PORTO VELHO","EMEIEF BROTO DO ACAI","4.7"
"PORTO VELHO","EMEIEF COR DE JAMBO","3.5"
"PORTO VELHO","EMEF FRANCISCO ELENILSON NEGREIROS","4.2"
"PORTO VELHO","EMEIEF VOO DA JURITI","4.8"
"PORTO VELHO","EEEF LUIZ SOARES DE CASSIA","3.9"
"PORTO VELHO","EMEIEF SOM DA CRAVIOLA","4.8"
"PORTO VELHO","EMEIEF PE DE MURICI","4.0"
"PRESIDENTE MEDICI","EMEF PROF LUIZ CAPILLA","4.5"
"PRESIDENTE MEDICI","EEEFM 15 DE NOVEMBRO","5.3"
"PRESIDENTE MEDICI","EEEFM EMBURANA","3.7"
"PRESIDENTE MEDICI","EEEFM PROF PAULO FREIRE","5.4"
"PRESIDENTE MEDICI","EEEFM PRESIDENTE EMILIO GARRASTAZU MEDICI","5.5"
"RIO CRESPO","EEEFM FRANCISCO MIGNONE","3.4"
"RIO CRESPO","EMEF VANEIDE DE OLIVEIRA","3.3"
"ROLIM DE MOURA","EEEFM CARLOS DRUMOND DE ANDRADE","4.8"
"ROLIM DE MOURA","EEEFM JOSE ROSALES DOS SANTOS","4.8"
"ROLIM DE MOURA","EPMEF JOSE VERISSIMO","4.0"
"ROLIM DE MOURA","EEEF MARIA COMANDOLLI LIRA","4.3"
"ROLIM DE MOURA","EEEFM MARIA DO CARMO OLIVEIRA RABELO","4.7"
"ROLIM DE MOURA","EEEF MONTEIRO LOBATO","4.5"
"ROLIM DE MOURA","EEEFM NILSON SILVA","4.1"
"ROLIM DE MOURA","EEEFM PRISCILA RODRIGUES CHAGAS","4.3"
"ROLIM DE MOURA","EEEF ULISSES GUIMARAES","5.1"
"ROLIM DE MOURA","EEEFM CANDIDO PORTINARI","5.5"
"ROLIM DE MOURA","EEEFM CEL ALUIZIO PINHEIRO FERREIRA","5.9"
"ROLIM DE MOURA","EPMEF FRANCISCA DURAN COSTA","5.1"
"ROLIM DE MOURA","EMEF PROF DIONISIO QUINTINO","4.6"
"SANTA LUZIA D'OESTE","EEEF MARECHAL RONDON","4.5"
"SANTA LUZIA D'OESTE","EEEFM JUSCELINO KUBITSCHEK","5.3"
"VILHENA","EMEF CASTELO BRANCO","5.4"
"VILHENA","EEEFM CECILIA MEIRELES","4.7"
"VILHENA","EEEF MARIZETI MENDES DE OLIVEIRA","5.8"
"VILHENA","EEEF DEPUTADO GENIVAL NUNES DA COSTA","4.7"
"VILHENA","EEEFM MACHADO DE ASSIS","5.2"
"VILHENA","EEEF PAULO FREIRE","5.5"
"VILHENA","EMEF PROF ª IVETE BRUSTOLIN","5.4"
"VILHENA","EMEF PROFª VILMA VIEIRA","4.9"
"VILHENA","IEE WILSON CAMARGO","6.0"
"VILHENA","EEEFS RONALDO ARAGAO","4.3"
"VILHENA","EMEF CRISTO REI","4.4"
"VILHENA","EMEF MARTIM LUTERO","5.0"
"VILHENA","EMEF PROF HERMOGENES ROBERTO NOGUEIRA","4.7"
"VILHENA","EMEIEF PROF ª DALILA DONADON","5.0"
"VILHENA","EEEF PROFESSOR LUIZ CARLOS PAULA ASSIS","5.0"
"VILHENA","EMEF ANGELO MARIANO DONADON","4.9"
"SAO MIGUEL DO GUAPORE","EMEIEF CANDIDO PORTINARI","4.3"
"SAO MIGUEL DO GUAPORE","EMEIEF CARLOS GOMES","4.8"
"SAO MIGUEL DO GUAPORE","EEEF DEONILDO CARAGNATTO","4.4"
"SAO MIGUEL DO GUAPORE","EMEIEF DEONILDO CARAGNATTO","4.1"
"SAO MIGUEL DO GUAPORE","EMEIEF PADRE EZEQUIEL RAMIN","4.3"
"SAO MIGUEL DO GUAPORE","EMEIEF PRIMAVERA","4.5"
"SAO MIGUEL DO GUAPORE","EMEIEF VISCONDE DE CAIRU","4.2"
"SAO MIGUEL DO GUAPORE","EEEFM PRINCESA ISABEL","5.0"
"SAO MIGUEL DO GUAPORE","EMEF LAZARA ALVES DE LIMA","4.3"
"SAO MIGUEL DO GUAPORE","EMEIEF OLAVO BILAC","4.8"
"NOVA MAMORE","EEEFM CASIMIRO DE ABREU","4.3"
"NOVA MAMORE","EMEIF CEL JORGE TEIXEIRA DE OLIVEIRA","3.4"
"NOVA MAMORE","EMEIF LUCIANA MARONARI","4.7"
"NOVA MAMORE","EMEIF PROF ONORINA DE SOUZA","4.2"
"NOVA MAMORE","EEEFM PROFESSOR SALOMAO SILVA","3.7"
"NOVA MAMORE","EMEIF OZEIAS MARTINS DA SILVA","4.0"
"NOVA MAMORE","EEEFM PROFESSORA MARIA LAURINDA GROFF","4.4"
"ALVORADA D'OESTE","EMEF JOAO FERREIRA MARTINS","4.2"
"ALVORADA D'OESTE","EMEF MONTEIRO LOBATO","3.6"
"ALVORADA D'OESTE","EMEF NOVO DESTINO","4.2"
"ALVORADA D'OESTE","EEEFM JOAQUIM XAVIER DE OLIVEIRA","5.3"
"ALVORADA D'OESTE","ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MEDIO SANTA ANA","4.7"
"ALVORADA D'OESTE","EMEF PROFESSORA MATILDE DUTRA ROZO","4.7"
"ALTO ALEGRE DOS PARECIS","EMEF FERNANDO SABINO","3.3"
"ALTO ALEGRE DOS PARECIS","EMEF MARCELO GAMA","4.1"
"ALTO ALEGRE DOS PARECIS","EMEIF EDUCANDARIO PAULO FREIRE","4.3"
"ALTO ALEGRE DOS PARECIS","EMEF SEVERINO BATISTA COSTA","4.7"
"ALTO PARAISO","EMEF MAURICIO DE NASSAU","4.8"
"ALTO PARAISO","EMEF OSVALDO DE ANDRADE","3.9"
"ALTO PARAISO","EMEF PADRE ANGELO SPADARI","4.8"
"ALTO PARAISO","EMEF UNIAO DO ALTO ALEGRE","4.2"
"ALTO PARAISO","EMEF ROGERIO DA SILVA GONCALVES","3.7"
"ALTO PARAISO","EMEIEF SANTA MARCELINA","5.0"
"ALTO PARAISO","EEEF CUSTODIO GABRIEL FILHO","4.8"
"BURITIS","EMEF SEBASTIAO THEODORO BERNARDO FILHO","5.1"
"BURITIS","EMEIEF PEDRO EUGENIO MARCILIO","4.9"
"BURITIS","EMEF JOSE BONIFACIO DE ANDRADA E SILVA","4.2"
"BURITIS","EMEF JOSE AMERICO DE ALMEIDA","3.6"
"BURITIS","E M E I E F PAULO FREIRE","4.6"
"BURITIS","EEEF FRANCISCO JOSE CHIQUILITO ERSE","4.6"
"BURITIS","E E E F M MARIA DE ABREU BIANCO","5.9"
"BURITIS","EMEIEF JOSUE DE CASTRO","4.8"
"BURITIS","EMEF MARIA MARTA BRAGA","3.8"
"NOVO HORIZONTE DO OESTE","EEEFM AMERICO BRASILIENSE DE A E MELO","4.1"
"NOVO HORIZONTE DO OESTE","EEEFM MAL CANDIDO RONDON","4.4"
"NOVO HORIZONTE DO OESTE","EMEF PAULO SCHERRER","4.1"
"NOVO HORIZONTE DO OESTE","EMEF SARAH KUBISTCHEK","4.4"
"CACAULANDIA","EMEF NELSO ALQUIERI","4.7"
"CAMPO NOVO DE RONDONIA","EEEFM 15 DE OUTUBRO","4.3"
"CAMPO NOVO DE RONDONIA","EMEFM CASSIANO RICARDO","4.1"
"CAMPO NOVO DE RONDONIA","EMEF TANCREDO NEVES II","3.5"
"CAMPO NOVO DE RONDONIA","EMEF 07 DE SETEMBRO","3.5"
"CAMPO NOVO DE RONDONIA","EMEF RIO BRANCO","4.1"
"CANDEIAS DO JAMARI","EMEF DOM JOAO BATISTA COSTA","3.1"
"CANDEIAS DO JAMARI","EEEF JAIME BARCESSAT","3.7"
"CANDEIAS DO JAMARI","EEEFM TEODORO DE ASSUNCAO","4.0"
"CANDEIAS DO JAMARI","EMEF JONATAS COELHO NEIVA","3.1"
"CASTANHEIRAS","EMEFPE VASCO DA GAMA","3.6"
"CHUPINGUAIA","EEEFM CHUPINGUAIA","4.8"
"CHUPINGUAIA","ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL IRMAS JULIANA E ALINI DOS SANTOS MARCOS","5.0"
"CHUPINGUAIA","ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL NOVO PLANO","4.7"
"CUJUBIM","EMEF 23 DE MARCO","3.5"
"CUJUBIM","EEEFM ANTONIO FRANCISCO LISBOA","4.5"
"CUJUBIM","EMEF TEOTONIO BRANDAO VILELA","3.6"
"CUJUBIM","EMEF PEQUENO PRINCIPE","3.7"
"CUJUBIM","EMEF ALUISIO BECKER","3.9"
"GOVERNADOR JORGE TEIXEIRA","EEEFM CLAUDIO MANOEL DA COSTA","4.5"
"GOVERNADOR JORGE TEIXEIRA","EMEF ARMINDO FERREIRA FRAGA","4.2"
"ITAPUA DO OESTE","ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DOUTOR CUSTODIO","3.9"
"MINISTRO ANDREAZZA","EEEFM NILO COELHO","4.5"
